feature,dtype,n_unique,missing_count,missing_pct,most_frequent_value,most_frequent_pct
FLAG_DOCUMENT_10,int64,2,0,0.0,0,99.99772365866588
FLAG_DOCUMENT_11,int64,2,0,0.0,0,99.60879448214861
FLAG_OWN_REALTY,object,2,0,0.0,Y,69.3672746665973
FLAG_DOCUMENT_13,int64,2,0,0.0,0,99.64749228482883
FLAG_DOCUMENT_14,int64,2,0,0.0,0,99.70635196789709
FLAG_DOCUMENT_15,int64,2,0,0.0,0,99.87902871767189
FLAG_DOCUMENT_16,int64,2,0,0.0,0,99.00718998669966
FLAG_DOCUMENT_17,int64,2,0,0.0,0,99.97333428722875
FLAG_DOCUMENT_18,int64,2,0,0.0,0,99.18702095209603
FLAG_DOCUMENT_19,int64,2,0,0.0,0,99.94048993369343
FLAG_DOCUMENT_20,int64,2,0,0.0,0,99.9492701074108
FLAG_DOCUMENT_12,int64,2,0,0.0,0,99.99934961676168
AMT_CREDIT,float64,5603,0,0.0,450000.0,3.1572854304398863
AMT_INCOME_TOTAL,float64,2548,0,0.0,135000.0,11.625600385026877
FLAG_PHONE,int64,2,0,0.0,0,71.89336316424453
LIVE_CITY_NOT_WORK_CITY,int64,2,0,0.0,0,82.04454474799276
REG_CITY_NOT_WORK_CITY,int64,2,0,0.0,0,76.95464552487553
TARGET,int64,2,0,0.0,0,91.92711805431351
REG_CITY_NOT_LIVE_CITY,int64,2,0,0.0,0,92.18271866697452
LIVE_REGION_NOT_WORK_REGION,int64,2,0,0.0,0,95.93412918562262
REG_REGION_NOT_WORK_REGION,int64,2,0,0.0,0,94.92310844164923
REG_REGION_NOT_LIVE_REGION,int64,2,0,0.0,0,98.48558262956448
HOUR_APPR_PROCESS_START,int64,24,0,0.0,10,12.266878258013534
WEEKDAY_APPR_PROCESS_START,object,7,0,0.0,TUESDAY,17.528153464428915
REGION_RATING_CLIENT_W_CITY,int64,3,0,0.0,2,74.62627353167855
REGION_RATING_CLIENT,int64,3,0,0.0,2,73.81329448377456
FLAG_EMAIL,int64,2,0,0.0,0,94.32800777858354
FLAG_CONT_MOBILE,int64,2,0,0.0,1,99.81334001060125
ORGANIZATION_TYPE,object,58,0,0.0,Business Entity Type 3,22.110428570034895
FLAG_WORK_PHONE,int64,2,0,0.0,0,80.06315221244118
FLAG_EMP_PHONE,int64,2,0,0.0,1,81.98893698111613
FLAG_MOBIL,int64,2,0,0.0,1,99.99967480838083
DAYS_ID_PUBLISH,int64,6168,0,0.0,-4053,0.05495738363830887
DAYS_REGISTRATION,float64,15688,0,0.0,-1.0,0.03674665296525978
DAYS_EMPLOYED,int64,12574,0,0.0,365243,18.00716071945394
DAYS_BIRTH,int64,17460,0,0.0,-13749,0.013983239623948412
REGION_POPULATION_RELATIVE,float64,81,0,0.0,0.035792,5.335744087203385
NAME_HOUSING_TYPE,object,6,0,0.0,House / apartment,88.73438673738501
NAME_FAMILY_STATUS,object,6,0,0.0,Married,63.87804013514964
NAME_EDUCATION_TYPE,object,5,0,0.0,Secondary / secondary special,71.01892290031901
NAME_INCOME_TYPE,object,8,0,0.0,Working,51.63197414076245
SK_ID_CURR,int64,307511,0,0.0,100002,0.00032519161916159093
