SK_ID_CURR,TARGET,hist_gradient_boosting,logistic_unweighted
100192,1,0.16704922470585348,0.12907982005507143
100193,0,0.030195660719489734,0.028079379051684637
100194,0,0.14284631159377745,0.18279334739653438
100195,0,0.028769242322906924,0.040572220363394876
100197,0,0.04452853141912264,0.06743516739726911
100199,0,0.08463297608432149,0.10943481399619627
100200,0,0.02778531235237276,0.02765077278300318
100201,0,0.038800509918518904,0.02621469067069556
100203,0,0.0404822403050952,0.024959485764790644
100204,0,0.06632795088072362,0.11590856375669156
100205,0,0.13197549246671686,0.16576853788489956
100206,0,0.25155276146225497,0.1683182855865314
100209,1,0.0816257918623425,0.08400187483912733
100210,0,0.02146514687206046,0.023515242729795233
100211,0,0.19687379561607393,0.24365533501416367
100213,0,0.04316865280217982,0.06440508363321408
100214,1,0.10185844391301857,0.09745439909100007
100216,0,0.016912366436042686,0.014812733329767461
100217,0,0.032449835909455306,0.06659410439370331
100218,0,0.029826524781493148,0.051751037795623185
100221,0,0.016165618721496466,0.01852486058377093
100224,0,0.075996790938116,0.10943866479688086
100226,0,0.050662406261916225,0.04382047936725895
100227,0,0.13070010497745385,0.18528276196155594
100229,0,0.018773152473283827,0.022996306489417057
100230,0,0.2710049093663207,0.15183639639798388
100231,0,0.03763519721936807,0.036501394779207365
100235,0,0.1531393061164337,0.14813467752116763
100236,0,0.10443915768457879,0.1067992471563846
100238,0,0.044853840507356524,0.04859339525905049
100239,0,0.040394756651596364,0.050832120704401386
100240,0,0.23279163792172664,0.21725489039946783
100242,0,0.034612421379471854,0.037945382323561455
100243,0,0.12124415073871636,0.13951622591213528
100244,0,0.07308579112367973,0.06715771607557161
100246,1,0.48541707179589605,0.3893441333844353
100247,0,0.10969549388837042,0.09666524694173775
100248,0,0.07970460640255178,0.12284295614343795
100249,0,0.05575068380466128,0.08573018998340501
100250,0,0.05889100565723049,0.06273365578726005
100252,0,0.02682553310762567,0.05290041394681055
100255,0,0.04488397327635379,0.048317062130617455
100258,0,0.1218620957317987,0.1181908755888732
100260,0,0.033654159670387755,0.03820283976594289
100261,0,0.06703945416778798,0.05650181480919287
100262,0,0.0362784471190163,0.034423859966326874
100263,0,0.0869702371655416,0.059971993779082945
100264,0,0.03511228079851859,0.036615217828927925
100266,0,0.03437569481770172,0.04448861044588977
100268,0,0.2146141928172563,0.14897368120784577
100269,0,0.27299485990577727,0.19375672495562793
100272,0,0.19773331769978458,0.18175951760414163
100273,1,0.11841106749986421,0.07214960246868383
100274,0,0.021606850478886445,0.010748650846032376
100275,0,0.020712316652976417,0.018138363039120926
100276,0,0.07177785587227731,0.06888535390545318
100277,0,0.030638403256988696,0.020774751643090283
100279,0,0.08210564505129836,0.05511695976078085
100281,0,0.035200390981592174,0.03418440508004162
100282,1,0.076118804217208,0.026981380625282107
100286,1,0.058887909625860956,0.06184692270675294
100287,0,0.021713027243405392,0.029789740069684004
100288,0,0.07850721549543965,0.07599544041375889
100289,0,0.023295261618507236,0.011042392647497366
100290,0,0.303565402398365,0.22143579890745962
100291,0,0.2074211226939075,0.2149816620237956
100292,0,0.11618052308173342,0.13171320302147063
100293,0,0.04408418740743606,0.045920070838391364
100294,0,0.06321317711189964,0.05286359374858424
100295,1,0.1344873724970778,0.06072375871252669
100296,0,0.03815861502803486,0.037035218399519204
100297,0,0.12230023866617003,0.09822340554131888
100298,0,0.03182509214869624,0.04137329816939563
100299,0,0.018659838266688475,0.012421425090191058
100300,1,0.23261717396083162,0.21938518127144757
100301,1,0.30458617021508877,0.29677509168426636
100302,0,0.2875287218096485,0.22480730333700827
100304,0,0.010859827255387184,0.007158756667190936
100308,0,0.012027561997293854,0.014989549741267648
100309,0,0.060833567050267004,0.07076149328703027
100310,0,0.22849452485296676,0.2353544674614243
100313,0,0.0263656032849116,0.020661642260830376
100314,0,0.029341178855481976,0.028443408996581567
100315,0,0.0668655805266955,0.0748961831649565
100316,0,0.039133273451643795,0.02515615178820681
100317,0,0.016580585377838575,0.018704649450417474
100318,0,0.032198108003396085,0.04205618594817217
100321,0,0.16686884527337523,0.14219697959870561
100322,0,0.020910735611735315,0.020806007035411897
100323,0,0.028122306433950514,0.039817297123241654
100324,0,0.03527743609906085,0.03483088342846463
100325,0,0.13508295347300714,0.09963810098305963
100326,1,0.19644932920592678,0.17550286564906542
100327,0,0.17306223021197356,0.0978592188209169
100328,0,0.02333295010271462,0.012063346365685375
100329,0,0.09041681835700334,0.11111277641194799
100332,0,0.12995533309254073,0.14643836859638565
100333,0,0.0672265125552007,0.052489725041366495
100334,0,0.03789253439110754,0.042599930187323
100335,0,0.020228306359753704,0.011905299135831758
100336,1,0.10990148096935903,0.09470939129153538
100337,0,0.04571183240384721,0.06811094197348597
100338,0,0.028322446428769618,0.014612620877037649
100339,0,0.017436997971796684,0.016807443913617815
100340,0,0.12784581480961582,0.10282863236790038
100342,0,0.29733664210732447,0.48859808317498693
100343,0,0.05414900098203657,0.053189149431511616
100344,0,0.03012657422911555,0.029922998766071733
100345,0,0.06535516959119426,0.07591982154798342
100346,0,0.017675786668832315,0.024741354101659917
100347,0,0.042532259927827776,0.03958365588782043
100348,0,0.029980357962689844,0.020340206948183722
100349,0,0.060128684317779894,0.07115955569854089
100350,0,0.03661070814834525,0.05020077825917125
100351,0,0.03407674765701944,0.03127945694707137
100353,0,0.14199865786788607,0.21036384824217524
100354,0,0.23969854314772135,0.2237153494615308
100355,0,0.14972090367669127,0.23026823952594155
100356,0,0.10271511533977082,0.0761821787264931
100359,0,0.0771481895716139,0.05719161913785149
100360,0,0.01849152421622185,0.009954327206293483
100361,0,0.06003600118432504,0.040415376372062085
100363,0,0.013894751850691623,0.016529154835841563
100365,0,0.0743391289833609,0.06577880063297518
100366,0,0.01619949816779303,0.03419911705305638
100369,0,0.029860669184760325,0.04118951039247878
100370,0,0.05312600489015608,0.11404516474104168
100371,0,0.01478749534110313,0.007353866979180473
100372,0,0.03563010954721285,0.0423633016525863
100373,0,0.06159856156855009,0.05992985269219579
100374,0,0.059141528633182464,0.03341170851972462
100375,0,0.13622428289756394,0.1143888686278907
100376,0,0.09123907089573764,0.07933089064925776
100377,0,0.043477921296728166,0.09197670059337928
100378,0,0.04373076618692047,0.04181680711084603
100379,0,0.10111451884281367,0.10307012673319793
100380,0,0.04367736300866482,0.06097902783148119
100381,0,0.039984708109417996,0.0537659003317942
100383,0,0.19908046845908284,0.20324124446091107
100387,0,0.05918572845508595,0.09262991001629298
100389,0,0.016688508597926102,0.015044145431549503
100390,0,0.022220884493225974,0.024706182829995312
100392,0,0.13147941269936594,0.0903247104875015
100394,0,0.033154627429583854,0.044538895378605045
100395,0,0.02035149054533164,0.023410070866651724
100396,1,0.4133411541859047,0.2882540886410806
100397,0,0.017291343974171123,0.017022927135511342
100398,0,0.05693334408842327,0.06292924976655535
100400,0,0.028971819462199074,0.02597975992457275
100402,0,0.09799466823695079,0.08919812720489254
100403,0,0.09370475222522638,0.0993480153829702
100405,0,0.09221909853223927,0.12773213290025312
100406,0,0.044435509463694706,0.06611466125133483
100407,0,0.053762013350265904,0.04634676335406709
100408,0,0.08784687125390236,0.10201613740439376
100409,0,0.10743788655657827,0.1404266278140708
100410,0,0.02390947904776608,0.027899469376514958
100411,0,0.13205878390402445,0.12279432050931893
100412,0,0.09809303684089925,0.059467597573922254
100415,0,0.050725244996346,0.04508996383572483
100419,0,0.07161054231646065,0.06435737586212434
100420,0,0.03663773319186259,0.06959551343651962
100421,0,0.04343572212172752,0.031520094482110884
100423,0,0.04706790645706061,0.037871598236985805
100424,1,0.06927206810743483,0.07915092863593604
100425,0,0.026982263382633893,0.031228999524259185
100427,0,0.0751402148721378,0.06176444679710369
100428,0,0.029732098174378437,0.04143326035957061
100430,0,0.08259241676051379,0.11851055894133501
100431,0,0.22904515512994783,0.3097578208103493
100432,0,0.054402494209153975,0.04293074136009071
100433,0,0.02942967977241317,0.04008595270648987
100434,0,0.039152457515255853,0.048654510260527466
100435,0,0.028077999240972144,0.021459378256462158
100436,0,0.017483249428074568,0.01680678670882513
100437,0,0.0206054589815142,0.018457238058962096
100439,1,0.2882405581442149,0.31612723263905607
100441,0,0.027375820580526528,0.03785619506732721
100442,0,0.020537462774283376,0.021847549764057374
100448,0,0.03569321881420234,0.045995006115679825
100449,0,0.048575238104701414,0.0697473759552596
100452,1,0.15345420702932291,0.22660231386591592
100453,0,0.03212150913516392,0.031887480768367685
100454,0,0.019575159831324945,0.025719174133415856
100455,0,0.02886373127497576,0.01992709510569328
100456,0,0.2683757445005288,0.19438326016951082
100458,0,0.03463969077629011,0.02472389019677801
100460,0,0.040036156349731525,0.04186695491257434
100462,0,0.07759057314305035,0.048181916392236644
100463,0,0.0291533588383181,0.022505716511850443
100465,0,0.052742067550116824,0.04671781269522885
100467,0,0.13418733172313765,0.09523484517152275
100468,0,0.04657043525634017,0.08705612039901754
100469,0,0.02937322719951226,0.04810732568320121
100470,0,0.018252979482304813,0.012665516062505471
100471,0,0.05936558961832749,0.05899710733854347
100473,0,0.045350175352006576,0.046630633147641196
100474,0,0.009224131912946068,0.010648530556663743
100475,0,0.04222421743137759,0.036565625687459004
100476,0,0.06651215554235093,0.07551981868418299
100477,1,0.3498771321274786,0.2613509006465209
100478,0,0.04388166700048273,0.04743286328070923
100479,0,0.0870532306579026,0.11758356037165084
100480,0,0.05603094693565098,0.08821517691116094
100485,1,0.06332675031653565,0.097580223808862
100486,0,0.027837558859097253,0.03836490338247822
100488,0,0.022411760020325935,0.012063283180149315
100489,0,0.07140326388025511,0.06664916118694335
100490,1,0.28547316052800487,0.28294463979835044
100491,0,0.44159220415387546,0.39009442615584594
100492,0,0.051320234279413075,0.05026052422978918
100493,0,0.053010339454222705,0.05106610463061862
100495,0,0.03019212465111307,0.03829140117310197
100496,0,0.050715616481975215,0.04527163535177736
100497,0,0.0348296170638874,0.037985381340112416
100498,0,0.2595193203411194,0.26962213650189837
100499,0,0.07528977241063824,0.032977204693522257
100502,0,0.024486381454200744,0.0236840242779657
100503,0,0.0507285140455949,0.06641625859567545
100504,0,0.1432224222131083,0.17714145599862463
100505,0,0.02822884845789409,0.0306046148430361
100506,0,0.12454752713712129,0.12432748154445608
100507,0,0.05714067569392582,0.11504082882552653
100508,0,0.020869503422923562,0.009199499744808473
100509,0,0.024945530557325585,0.03424845179783664
100511,0,0.07305783410669951,0.10726804735812061
100515,0,0.03673024617325366,0.048810657648157285
100516,0,0.012421399443306917,0.010643777846892421
100519,0,0.0909772114636357,0.09940728622161463
100521,0,0.12501713098971176,0.045620055847357115
100522,0,0.11026525729937242,0.08799857818513802
100523,0,0.05899270050703067,0.079129178340074
100526,0,0.16628473643192462,0.09275960129208417
100527,0,0.01554091787640573,0.019244194972541224
100528,0,0.05206870527731101,0.03160464114397265
100529,0,0.1753162233172132,0.10965069400177191
100530,0,0.05119184976030363,0.06619661097122284
100531,0,0.04207404892973782,0.029082787411639277
100533,0,0.023613001807275172,0.024405977457448824
100535,0,0.04758924688739275,0.032335005695092386
100536,0,0.0266967410634697,0.03938242703266085
100537,0,0.0477327687112075,0.054332879890045614
100538,0,0.3268497786916049,0.20308338818550553
100539,0,0.01161005958692018,0.005728256399295122
100540,1,0.34584510866509377,0.26518620257655673
100541,1,0.38110223453450964,0.34591144426660536
100542,0,0.03977145637283939,0.025044181777212158
100543,0,0.04437570152187883,0.057739662022308166
100544,0,0.2962760539150753,0.2581362444641368
100546,0,0.07719387408119242,0.11578124930696541
100547,1,0.25670243640294593,0.2106071770225409
100549,0,0.20080690971346882,0.08428424427354245
100550,0,0.03157218318298777,0.035078051052406564
100554,0,0.018526700163159004,0.004983355249391677
100555,0,0.14459978937035448,0.10621057043144654
100556,0,0.02096284656901021,0.032008688735229406
100557,0,0.027551930280410118,0.022705747089438753
100559,0,0.02949898988057034,0.0127954690289693
100560,0,0.07224716266524348,0.07688867870416606
100562,0,0.05305338456143616,0.06380276880905508
100563,0,0.09766393674610241,0.10293856430416343
100564,0,0.11747402615136218,0.08739667183275047
100565,0,0.0514844444915915,0.053393658790734204
100566,0,0.024169323656410183,0.016692122650179688
100567,1,0.2101859841693524,0.18985449538473023
100570,0,0.02858020246629654,0.013508695726685544
100571,0,0.08503766983765036,0.18799640745829
100572,0,0.03452619102217276,0.05734039034073575
100573,0,0.06689308847376278,0.08187593756031782
100574,0,0.021102270304912404,0.02209789111042685
100575,0,0.018464668760859095,0.007352180983409649
100576,0,0.02700790039940611,0.03152522473100144
100577,0,0.02193494378464445,0.018981659272693362
100578,0,0.08387541807884374,0.10259366058705066
100579,0,0.06539496446272171,0.05577789690271158
100580,0,0.05248926004216407,0.0633814284890459
100581,0,0.03078726052503984,0.01195290314997147
100582,0,0.044978259971086995,0.03647754564529608
100583,0,0.04486400536292758,0.06345365917626856
100584,0,0.1237520555059184,0.16906604843638356
100585,0,0.10931341086647281,0.08529972466850044
100586,0,0.05872762866041752,0.06513257229503719
100587,0,0.024741636210110742,0.03823927282972722
100588,0,0.02041757700493695,0.028629604370334856
100589,0,0.07036580524930804,0.04773317439303666
100590,0,0.050852221375696637,0.06841081977033517
100594,0,0.06688107872828723,0.06273239015001235
100595,0,0.0863138949159916,0.035047616320107056
100596,0,0.14043775737264946,0.15717342336773832
100597,0,0.06645820061457638,0.11468992319962938
100598,0,0.08057159949346766,0.090372091598759
100599,0,0.1709825887932473,0.1569172722271808
100600,0,0.04405848418985389,0.040808543682261465
100601,0,0.07966029811910529,0.06558346580899217
100603,0,0.10359115003625192,0.072118576578143
100604,0,0.02799586939028762,0.05975684053294406
100605,0,0.016285223676325355,0.02485910100286233
100606,0,0.03623800476673153,0.035285733644219344
100608,0,0.10820809416632787,0.09873092272918156
100609,0,0.2871463059151711,0.25765285060302034
100611,0,0.043696310649637915,0.04512637750077992
100614,0,0.12767304817918407,0.11457420405880907
100615,0,0.02363762939326865,0.025205847465143323
100616,1,0.21797552160974795,0.09030421701172917
100619,0,0.06989768796822,0.0650241240407716
100620,0,0.02522947710409348,0.015500705824461858
100621,0,0.02354737903928141,0.023340846232580013
100624,0,0.05515292576654831,0.06963189453817832
100626,0,0.032495925168804146,0.029776079545175502
100627,0,0.013667632707215415,0.014040620289076744
100628,0,0.03259036483539347,0.026885414508736435
100629,0,0.01910077485975735,0.017335404818242542
100630,0,0.018828073162957717,0.013579074770105644
100631,0,0.03387952170682131,0.040905557257211164
100632,0,0.017447149297236394,0.025355533264521224
100633,0,0.14905645190427358,0.161150617825007
100634,0,0.116474749009144,0.07918039752630579
100635,0,0.07373409884389467,0.07859168863900484
100636,1,0.023574494992313462,0.028967416781799114
100638,0,0.04597100873195706,0.07315872543523716
100639,0,0.024245560942894654,0.04290725210459039
100640,0,0.02152830789648938,0.03620979377682013
100641,1,0.3754908614215604,0.2652515529452159
100642,0,0.06456981571849141,0.04103491350882997
100643,0,0.021987611435234894,0.012996327056657524
100644,0,0.031967628203603736,0.032186590422907856
100645,0,0.04045394952640737,0.05693688221033316
100646,1,0.24008305070781896,0.16031471343640158
100647,0,0.02876911654301239,0.038487939734057695
100648,0,0.11270325326703608,0.10055243451804033
100649,1,0.16247094331420336,0.15522145008767263
100650,1,0.2849082361055421,0.3095168280033222
100651,0,0.0327357313261583,0.024107765024277975
100653,0,0.23343617273350195,0.1615279547614134
100654,0,0.10980900364588947,0.08274429510571157
100655,0,0.11481226514540104,0.05795447890258588
100657,0,0.027005412085507448,0.017010583507092877
100658,0,0.287540699094845,0.3307026066938612
100660,0,0.026672199156827513,0.031069411508414826
100661,0,0.03923383059037504,0.0557160288435418
100662,0,0.042670689452754595,0.0560004403678482
100665,0,0.13858497062575922,0.14550139628724656
100667,0,0.03745343448153871,0.044403850817836696
100668,0,0.12755945913160519,0.11175384367754028
100669,0,0.059176007944196383,0.044029797767557576
100670,0,0.02145067689723246,0.019669348837038327
100671,0,0.020855266137899373,0.016811105793371865
100672,1,0.11481826311443818,0.12181690850424945
100673,0,0.032421658589561496,0.03561259092256568
100675,0,0.05557234152475425,0.04667174234235523
100676,0,0.05298931276124476,0.08487145329322059
100678,0,0.05254032938152134,0.061889159329242376
100679,0,0.03891288011476383,0.04661928367192609
100682,0,0.0782132462962648,0.10106243250753316
100684,0,0.027925181964224315,0.03780986843731571
100686,0,0.025632715670976088,0.015459001521178933
100688,0,0.21318260186568933,0.21415926633221927
100689,0,0.022841080884703397,0.019176501997950228
100690,1,0.31441394132289446,0.295750241718632
100691,0,0.06965390274585394,0.07754654911504959
100692,0,0.0541269668924216,0.05537185905465039
100693,0,0.023660603376519578,0.02640122115423334
100694,0,0.021756608256957417,0.015850165660302895
100695,0,0.024482040558565902,0.014908782914744262
100696,0,0.07830978200437833,0.050625047404799804
100697,0,0.018359895179756117,0.00898938637705191
100698,0,0.0369378499753005,0.04653073008349214
100703,0,0.021532498379307017,0.023831243735816052
100704,0,0.03015563822747269,0.023832303038073606
100705,0,0.20318336685104707,0.13942144974868184
100706,0,0.038319033664040915,0.09789631984042564
100708,0,0.15166468804987102,0.12957529005504298
100709,0,0.05215544747151179,0.058558506012535434
100710,0,0.04557009534425079,0.06726097109565579
100712,0,0.023303386347819182,0.018620256922499676
100713,1,0.05403943734033181,0.05067760032448925
100714,1,0.021654510764360944,0.022315264181302096
100715,0,0.34788454157051024,0.370132208101893
100716,0,0.0852226784112311,0.043747562226478916
100718,0,0.025551370930506252,0.01813405240881287
100720,0,0.05425859869283996,0.1275090251613703
100721,0,0.04149085853470779,0.025271660734735257
100722,0,0.03346274475063231,0.04403899859663937
100723,0,0.10214177196492369,0.07825578574276713
100724,0,0.1263424462252446,0.10383794521210941
100725,0,0.020598744548474334,0.016893032066812266
100726,0,0.24774540944758086,0.3339905390571619
100727,0,0.04025637551300928,0.056127074669034244
100728,0,0.07929238656199418,0.12956571969210798
100731,0,0.015208584123562751,0.012714411000223799
100732,0,0.1312737035320201,0.054273706739945644
100733,0,0.12369225268690352,0.07136008361234357
100734,0,0.021413025771334346,0.015528184413157986
100737,0,0.017710207472424425,0.016373895721676194
100738,0,0.07760004094022671,0.07879444237538655
100741,0,0.3640556801524733,0.45734579617789445
100748,0,0.08208339934081403,0.05551706665338626
100749,0,0.037478124048235265,0.0431956895868638
100755,0,0.21958401202354594,0.22033682928821885
100756,0,0.014378911255501867,0.025233075067053058
100758,0,0.1147940651997063,0.12353300619704513
100761,0,0.02549669743885675,0.026809171119430864
100766,0,0.05713235232153987,0.09066445498049353
100767,0,0.1592067521710398,0.17649865095404296
100768,0,0.03409879662051803,0.039701670615665395
100769,0,0.045823107663303955,0.057368113755023147
100773,0,0.02621236335525159,0.05393662943719623
100774,0,0.11080402619539015,0.09208909215742231
100775,0,0.09313538387106723,0.06389123737647938
100776,0,0.04754453700275119,0.04688710480258806
100778,0,0.055310743763522734,0.057651119202183444
100779,0,0.012627481328302433,0.0057844892549072996
100780,0,0.0388215645477098,0.052607854416909995
100781,0,0.08566350091928913,0.11829420085782617
100782,0,0.07774309973863716,0.09905712085320514
100783,0,0.12817103929841425,0.20572812074360924
100785,0,0.043168670220676254,0.06775915746425504
100786,0,0.03549511201551413,0.0381526553280003
100788,0,0.019595296391224103,0.01909607883055567
100793,0,0.04907916359847393,0.0507897580688681
100794,0,0.053785895365144054,0.06677670362463199
100795,0,0.0926050371411184,0.07428776105082932
100796,1,0.2338266117136689,0.13320269821352002
100798,0,0.08736678651028869,0.14349814781470696
100799,0,0.03767777263098814,0.045050383725972115
100800,0,0.035344230523253334,0.054539006406281516
100802,0,0.12441010820395898,0.14505411078661806
100803,0,0.10646842582380964,0.11687633994956204
100804,0,0.5257637817157071,0.46928037917246057
100805,0,0.01573078306463663,0.014183959404909005
100807,0,0.06570247600197612,0.07849073781510231
100808,1,0.09148104552154877,0.10566866294991524
100809,0,0.024971619043840154,0.024021376832134112
100810,0,0.05253949831590347,0.07895414536429794
100812,0,0.009045509163935143,0.006088695349467764
100813,0,0.0497770646283436,0.05241282067316032
100814,0,0.01808833893843436,0.006250253713759864
100815,0,0.02271149931996049,0.01910353061212758
100816,1,0.059579695830130605,0.06339334148000075
100817,0,0.20755799249634077,0.25617446068321
100818,0,0.11237520622609945,0.08986732049226785
100820,0,0.08149693764538624,0.0570444998047351
100821,0,0.11439853949983347,0.08681785761918151
100822,0,0.20815217727654417,0.10851458242433298
100824,0,0.06741731384903812,0.08438272250457513
100825,0,0.13639539537022774,0.15886284493418804
100828,0,0.10102584617973213,0.12008466801270964
100829,0,0.019844835164832167,0.03551330407130514
100831,0,0.038575490043343694,0.02871637550522134
100832,0,0.04379099352769542,0.031914098461449526
100833,0,0.058283820820129874,0.09533376889128262
100834,0,0.07972465046443931,0.058388045094567936
100835,0,0.13305774868790815,0.14354201398861435
100837,0,0.12136422691919353,0.14269044302514378
100838,0,0.1563991052301275,0.09527067730245589
100839,1,0.2726243520699859,0.353348164477136
100840,1,0.07580490685103301,0.05128072942010511
100841,0,0.16840586850456413,0.23081340772927228
100843,0,0.01831806265821451,0.01799406100010353
100844,0,0.09292472059630849,0.11083262664734843
100845,0,0.38179634149355407,0.6032224829979016
100846,0,0.11413986628125435,0.11694033636051226
100847,0,0.01839415613699715,0.02267050985618567
100848,0,0.03142092148181003,0.027886311131856373
100849,0,0.0719336886521837,0.11207861234516135
100850,0,0.10011937102140082,0.0973316779510183
100851,0,0.06709647272219413,0.05815082010641589
100852,0,0.023945477017711096,0.02704180812019508
100853,0,0.0768891245641998,0.08762799839489795
100854,0,0.28857431755767515,0.38859253784537245
100855,0,0.11996909199080488,0.11302901383919542
100856,0,0.022300020744620314,0.03988530703093526
100857,0,0.036389675355956816,0.07135785766805
100858,0,0.17199908324989766,0.2106187083332
100859,0,0.029760840245511146,0.05037554265293854
100860,0,0.37262126074337654,0.3176910142728451
100861,0,0.07343703017031311,0.11275200694889424
100862,0,0.03870745876734554,0.03625083103048557
100864,0,0.11145077703783099,0.18800828271004227
100865,0,0.04729310300243121,0.05783814055595354
100866,0,0.04170930609770472,0.028946442929407238
100867,0,0.04635070814696974,0.04756648038210657
